"","영화명","개봉일","누적관객수","스크린수","상영횟수","대표국적","배급사","17371"
"12585","제 20회 한국예술종합학교 졸업영화제 섹션13",NA,"94","1","1","한국",NA,2018-02-05
"12586","제 20회 한국예술종합학교 졸업영화제 섹션17",NA,"94","1","1","한국",NA,2018-02-05
"12587","제 20회 한국예술종합학교 졸업영화제 섹션19",NA,"94","1","1","한국",NA,2018-02-05
"12588","제 20회 한국예술종합학교 졸업영화제 섹션21",NA,"94","1","1","한국",NA,2018-02-05
"12589","제 20회 한국예술종합학교 졸업영화제 섹션23",NA,"94","1","1","한국",NA,2018-02-05
"12590","제 20회 한국예술종합학교 졸업영화제 섹션15",NA,"94","1","1","한국",NA,2018-02-05
"12591","반도에 살어리랏다","43125","1709","9","44","한국","애니메이션 배급, 씨앗",2018-02-05
"12592","제 20회 한국예술종합학교 졸업영화제 섹션1",NA,"94","1","1","한국",NA,2018-02-05
"12593","제 20회 한국예술종합학교 졸업영화제 섹션3",NA,"94","1","1","한국",NA,2018-02-05
"12594","제 20회 한국예술종합학교 졸업영화제 섹션5",NA,"94","1","1","한국",NA,2018-02-05
"12595","제 20회 한국예술종합학교 졸업영화제 섹션7",NA,"94","1","1","한국",NA,2018-02-05
"12596","리틀 뱀파이어","43118","23013","4","12","독일","(주)이수C&E",2018-02-05
"12597","오직 사랑하는 이들만이 살아남는다","41648","35199","1","1","영국","찬란",2018-02-05
"12598","포스트맨은 벨을 두번 울린다",NA,"3031","1","4","미국",NA,2018-02-05
"12599","마담 프루스트의 비밀정원","41844","143992","1","1","프랑스","찬란",2018-02-05
"12600","새벽의 7인","28006","361","1","3","미국",NA,2018-02-05
"12601","록키 호러 픽쳐 쇼","35966","5558","1","1","미국","(주)팝엔터테인먼트,(주)피터팬픽쳐스",2018-02-05
"12602","겟 아웃","42872","2138245","3","4","미국","유니버설픽쳐스인터내셔널 코리아(유)",2018-02-05
"12603","블레이드 러너 2049","43020","321535","4","5","미국","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점",2018-02-05
"12604","아비정전","33229","16968","1","7","홍콩","(주)디스테이션",2018-02-05
"12605","그린 파파야 향기","34545","1078","1","11","프랑스",NA,2018-02-05
"12606","아이언 자이언트",NA,"67","1","1","미국",NA,2018-02-05
"12607","꿈의 제인","42886","25060","1","1","한국","(주)엣나인필름,CGV아트하우스",2018-02-05
"12608","집행자",NA,"64","1","2","미국",NA,2018-02-05
"12609","몬스터 패밀리","43090","397649","1","1","독일","씨네그루(주)키다리이엔티",2018-02-05
"12610","엔젤",NA,"148","1","1","미국",NA,2018-02-05
"12611","메멘토","37127","17112","1","1","미국","(주)팝엔터테인먼트",2018-02-05
"12612","나쁜 여자들","34608","61","1","3","미국",NA,2018-02-05
"12613","은빛 지구",NA,"165","1","1","폴란드",NA,2018-02-05
"12614","25시의 추적",NA,"77","1","1",NA,NA,2018-02-05
"12615","돌아온다","43076","13700","2","14","한국","(주)더블앤조이픽쳐스",2018-02-05
"12616","해피 어게인","43187","168","1","1","미국","(주)엣나인필름",2018-02-05
"12617","보스톡VR",NA,"63","1","17","싱가포르",NA,2018-02-05
"12618","고스트 스토리","43097","8273","2","6","미국","(주)리틀빅픽쳐스,주식회사 더쿱",2018-02-05
"12619","유리 감옥",NA,"52","1","1","스페인",NA,2018-02-05
"12620","퍼스트 스텝","43139","51","4","12","한국","(주)드림팩트엔터테인먼트",2018-02-05
"12621","그녀는 거짓말을 너무 사랑해","43124","4433","2","9","일본","(주)영화사 빅",2018-02-05
"12622","여배우는 오늘도","42992","16913","1","1","한국","(주)메타플레이",2018-02-05
"12623","녹색광선",NA,"1219","1","1","프랑스",NA,2018-02-05
"12624","부도덕한 이야기",NA,"156","1","1","프랑스",NA,2018-02-05
"12625","강철비","43083","4451152","2","7","한국","(주)넥스트엔터테인먼트월드(NEW)",2018-02-05
"12626","쥬만지: 새로운 세계","43103","1710566","2","5","미국","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점",2018-02-05
"12627","한밤의 암살자",NA,"437","1","1","프랑스",NA,2018-02-05
"12628","블랑쉬",NA,"85","1","1","프랑스",NA,2018-02-05
"12629","수면의 과학","39072","58279","2","7","프랑스","(주)엣나인필름,(주)스폰지이엔티",2018-02-05
"12630","고령가 소년 살인사건","43062","8339","1","4","대만","(주)리틀빅픽쳐스",2018-02-05
"12631","흐트러진 구름",NA,"929","1","1","일본",NA,2018-02-05
"12632","찰스 디킨스의 비밀 서재","43111","7865","2","7","아일랜드","(주)이수C&E",2018-02-05
"12633","극장판 포켓몬스터 너로 정했다!","43090","509444","1","2","일본","(주)이수C&E",2018-02-05
"12634","프릭스",NA,"37","1","1","미국",NA,2018-02-05
"12635","불온한 당신","42936","4766","1","1","한국","무브먼트",2018-02-05
"12636","꽁치의 맛",NA,"1037","1","1","일본",NA,2018-02-05
"12637","앤트로포이드","43118","441","2","15","영국","노바엔터테인먼트",2018-02-05
"12638","오오극장 개관 3주년 특별전 <U+2013> 대구독립단편신작",NA,"35","1","1","한국",NA,2018-02-05
"12639","로맨스",NA,"1974","1","2","스페인",NA,2018-02-05
"12640","아름다운 별","43118","3179","3","9","일본","(주)싸이더스,아이 엠",2018-02-05
"12641","귀주 이야기","34615","32","1","1","중국",NA,2018-02-05
"12642","너와 극장에서",NA,"266","1","1","한국",NA,2018-02-05
"12643","가을이야기",NA,"612","1","1","프랑스",NA,2018-02-05
"12644","반금련","29658","1604","1","1","한국",NA,2018-02-05
"12645","올드마린보이","43041","9189","1","1","한국","CGV아트하우스",2018-02-05
"12646","해변의 폴린느",NA,"696","1","1","프랑스",NA,2018-02-05
"12647","잊혀진 이야기",NA,"193","1","8","한국",NA,2018-02-05
"12648","봄 이야기",NA,"504","1","1","프랑스",NA,2018-02-05
"12649","내 사랑","42928","336234","1","2","아일랜드","오드",2018-02-05
"12650","금의위: 혈지도","43132","43","5","28","중국","(주)케이알씨지",2018-02-05
"12651","예수는 역사다","42929","172441","1","1","미국","(재)CBS",2018-02-05
"12652","우리에겐 새로움이 필요해!",NA,"27","1","1","한국",NA,2018-02-05
"12653","비행사의 아내",NA,"269","1","1","프랑스",NA,2018-02-05
"12654","스카페이스","31024","578","1","1","미국",NA,2018-02-05
"12655","안지오",NA,"40","1","1",NA,NA,2018-02-05
"12656","피안화",NA,"509","1","1","일본",NA,2018-02-05
"12657","타임 패러독스","42011","82269","1","1","호주","(유)조이앤시네마",2018-02-05
"12658","삼중 스파이",NA,"209","1","2","프랑스",NA,2018-02-05
"12659","도돌이 언덕에 난기류",NA,"132","1","1","한국",NA,2018-02-05
"12660","상해전기","41950","336","1","7","중국","(주)에스와이코마드",2018-02-05
"12661","관계의 의미",NA,"200","1","5","한국",NA,2018-02-05
"12662","빌리 엘리어트","36938","25928","1","2","영국","(주)팝엔터테인먼트,유아이피-씨아이씨영화및비디오배급(유)",2018-02-05
"12663","내 여자친구의 남자친구",NA,"757","1","1","프랑스",NA,2018-02-05
"12664","살아남은 아이",NA,"201","1","1","한국",NA,2018-02-05
"12665","겨울 이야기",NA,"648","1","1","프랑스",NA,2018-02-05
"12666","아델 H 이야기",NA,"277","1","1","프랑스",NA,2018-02-05
"12667","호건과 사라",NA,"45","1","1",NA,NA,2018-02-05
"12668","분노","42824","29196","1","1","일본","메가박스(주)플러스엠",2018-02-05
"12669","디 아더스","37266","1510","1","1","미국","와이드 릴리즈(주),(주)씨네월드",2018-02-05
"12670","태평륜","42594","166","1","1","중국","(유)영화사 화수분",2018-02-05
"12671","여름이야기","35959","726","1","1","프랑스",NA,2018-02-05
"12672","야공작","42887","124","1","5","중국","(주)액티버스엔터테인먼트",2018-02-05
"12673","두 개의 사랑","43097","11592","1","1","프랑스","(주)팝엔터테인먼트",2018-02-05
"12674","집행자 루스터",NA,"49","1","1",NA,NA,2018-02-05
"12675","레더페이스","43125","10744","4","17","캐나다","(주)드림팩트엔터테인먼트",2018-02-05
"12676","극장판 프리파라 모두 모여라! 프리즘☆투어즈","42656","32913","1","1","한국","(주)박수엔터테인먼트",2018-02-05
"12677","라라랜드","42711","3571154","1","2","미국","판씨네마(주)",2018-02-05
"12678","샘",NA,"90","1","1","한국",NA,2018-02-05
"12679","돌아와요 부산항애(愛)","43117","6954","3","15","한국","(주)나이너스엔터테인먼트,주식회사 시온픽쳐스",2018-02-05
"12680","아내여 장미처럼",NA,"188","1","1","일본",NA,2018-02-05
"12681","백 프롬 더 비트",NA,"14","1","1","한국",NA,2018-02-05
"12682","종이 비행기","43131","48","3","10","한국","(주)콘텐츠윙",2018-02-05
"12683","스타박'스 다방","43111","1882","3","8","한국","(주)드림팩트엔터테인먼트",2018-02-05
"12684","캐빈 인 더 우즈","41088","228304","1","1","미국","롯데쇼핑㈜롯데엔터테인먼트",2018-02-05
"12685","련희와 연희","43083","481","2","13","한국","M&M 인터내셔널",2018-02-05
"12686","밀드레드 피어스",NA,"197","1","1","미국",NA,2018-02-05
"12687","초행","43076","7517","1","1","한국","(주)인디플러그",2018-02-05
"12688","아름다운 결혼",NA,"490","1","1","프랑스",NA,2018-02-05
"12689","나이팅게일","41907","1077","1","5","중국","㈜영화사 백두대간",2018-02-05
"12690","여친남친","41312","5008","1","5","대만","찬란",2018-02-05
"12691","말할 수 없는 비밀","39457","163380","1","1","대만","(주)엔케이컨텐츠,(주)스폰지이엔티",2018-02-05
"12692","산의 톰씨","43140","11","1","1","일본","(주)엔케이컨텐츠",2018-02-05
"12693","프로젝트 메자","43125","39","4","11","캐나다","주식회사 레드아이스",2018-02-05
"12694","말해의 사계절",NA,"83","1","1","한국",NA,2018-02-05
"12695","너의 췌장을 먹고 싶어","43033","465489","1","2","일본","(주)넥스트엔터테인먼트월드(NEW)",2018-02-05
"12696","블러드 골드: 트레저 헌터","43133","17","2","10","미국","주식회사 풍경소리",2018-02-05
"12697","화차","40976","2436877","1","1","한국","필라멘트픽쳐스",2018-02-05
"12698","서바이벌 패밀리","43118","236","1","1","일본","윤스",2018-02-05
"12699","전우여 다시한번",NA,"2399","1","1","미국",NA,2018-02-05
"12700","하우스 오브 데스","43125","32","2","7","미국","(유)조이앤시네마",2018-02-05
"12701","옵티그래프",NA,"24","1","1","한국",NA,2018-02-05
"12702","밤섬해적단 서울불바다","42971","2427","1","1","한국","찬란",2018-02-05
"12703","광인옥한흠","43097","2964","1","2","한국","파이오니아21",2018-02-05
"12704","쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?","43111","26922","1","7","일본","(주)넥스트엔터테인먼트월드(NEW)",2018-02-05
"12705","43354","43131","46","2","6","미국","(주)스마일이엔티",2018-02-05
"12706","패왕화 스페셜 포스","43132","14","2","5","홍콩","(주)케이알씨지",2018-02-05
"12707","룸 이스케이프","43125","31","2","5","미국","(주)아이아스플러스",2018-02-05
"12708","노후 대책 없다","42915","1788","1","1","한국","서울독립영화제",2018-02-05
"12709","직쏘","43041","112237","3","5","미국","㈜코리아스크린",2018-02-05
"12710","고향이 어디세요","43048","1590","1","5","한국","(주)드림팩트엔터테인먼트",2018-02-05
"12711","숨바꼭질: 겟 아웃","43125","28","2","5","미국","(유)조이앤시네마",2018-02-05
"12712","뉴욕 갱스터","43132","15","2","5","미국","(주)케이알씨지",2018-02-05
