"","영화명","개봉일","대표국적","배급사","영화명","screen","playtt","people","weekkk"
"21570","신비한 동물사전","2016-11-16","미국","워너브러더스 코리아(주)","재키",256,1628,26788,2017-01-12
"21578","형","2016-11-23","한국","씨제이이앤엠(주)","재키 앤 라이언",80,507,3011,2015-10-22
"21579","하이큐!! 끝과 시작","2016-11-16","일본","(주)팝엔터테인먼트","재판에 선 도시",2,2,29,2016-12-08
"21599","드래곤 네스트: 평화 기사단 VS 블랙 드래곤","2016-11-17","중국","THE 픽쳐스","잭 리처: 네버 고 백",1738,23681,612328,2016-11-03
"21606","코리올라누스","2016-11-10","영국","메가박스(주)","잭, 악의 꽃",1,2,10,2015-12-03
"21610","사랑해, 파리","2007-02-01","프랑스","(주)드림팩트엔터테인먼트,㈜미로비젼","잭슨 하이츠에서",2,3,19,2016-09-22
"21612","실록 김두한","1974-12-22","한국","","저 높은 곳을 향하여",1,2,13,2015-04-09
"21615","두 남자","2016-11-30","한국","씨네그루(주)키다리이엔티","저 아래",2,3,147,2016-03-03
"21617","나의 살던 고향은","2016-11-24","한국","(주)시네마달","저 하늘에도 슬픔이",2,13,281,2015-10-01
"21623","아내업고 달리기","2016-11-10","인도","주식회사 씨엠닉스","저스트 짐",10,53,57,2016-06-16
"21624","나의 위대한 친구, 세잔","2016-12-15","프랑스","그린나래미디어(주)","저스틴",1,2,222,2016-07-21
"21628","드래곤 포스 극장판","2016-11-17","미국","와이드 릴리즈(주)","저주받은 집",2,7,130,2015-10-15
"21637","내 마음의 풍금","1999-03-27","한국","","저주의 카메라",2,3,162,2017-05-11
"21639","아브릴과 조작된 세계","2016-12-15","프랑스","(주)영화사 진진","저지 프리스트",1,3,34,2015-07-16
"21640","퍼스널 쇼퍼","2017-02-09","프랑스","아이 엠","저하늘에도 슬픔이",1,1,0,2015-06-25
"21646","마이 골든 데이즈","","프랑스","(주)블룸즈베리리소시스리미티드","적도",77,631,3679,2015-05-21
"21648","이터너티","2017-05-18","프랑스","(주)라이크 콘텐츠","적도의 꽃",1,6,387,2016-09-29
"21656","내 어깨 위 고양이, 밥","2017-01-04","영국","(주)누리픽쳐스","적인걸: 측천무후의 비밀",3,8,20,2016-11-03
"21660","여교사","2017-01-04","한국","필라멘트픽쳐스","전남친에게 성희롱",1,1,1,2017-01-19
"21664","에코그라운드단편","","한국","","전당포",3,4,54,2015-03-19
"21666","페니 핀처","","프랑스","주식회사 씨네룩스","전라의 아내를 찍은 상사",1,1,1,2016-10-27
"21668","내일을 위한 길","","미국","","전망 좋은 집 2",21,26,605,2015-05-21
"21670","슬랙 베이: 바닷가 마을의 비밀","","프랑스","","전망 좋은 집 3",20,20,149,2016-12-01
"21679","19금 섹스의 늪 무삭특별판","2016-11-15","한국","(주)케이알씨지","전망 좋은 집 3 (무삭제)",1,1,1,2017-02-02
"21681","단지 세상의 끝","2017-01-18","캐나다","(주)엣나인필름","전망좋은 방",5,27,953,2015-03-25
"21684","스와핑 : 친구의 아내","2016-11-15","한국","(주)영화사 사계절","전문학교",2,3,24,2015-05-14
"21686","쇼콜라","2017-03-09","프랑스","판씨네마(주)","전문학교 + 극장",2,3,81,2015-06-25
"21691","천공의 벌","2016-11-16","일본","노바엔터테인먼트","전봇대, 당신",1,3,52,2015-06-18
"21693","게임회사 여직원들","","한국","","전사 씨야마",10,48,48,2016-12-01
"21697","나의 딸, 나의 누나","2017-03-23","프랑스","판씨네마(주)","전설의 검",1,1,1,2017-05-25
"21699","당신이 사랑하는 동안에","2005-10-13","미국","(주)에이앤비픽쳐스,(주)쇼박스","전설의 여공",1,1,2,2015-11-19
"21703","대세는 백합","","한국","","전송가",7,45,1632,2015-06-11
"21705","썸남썸녀","","한국","","전우여 다시한번",3,27,1740,2015-10-15
"21707","블레어 위치","2016-11-23","미국","㈜코리아스크린","전우치",1,1,105,2015-10-29
"21715","후회하지 않아","2006-11-16","한국","씨제이엔터테인먼트","전웅 맥아더",2,3,76,2016-11-10
"21720","더 디바이스","2016-11-10","미국","주식회사 루믹스미디어","전원일기: 젖소농장새댁",20,20,274,2015-12-10
"21721","아메리칸 폴터가이스트","2016-11-10","미국","주식회사 루믹스미디어","전쟁과 관능",1,1,1,2016-01-21
"21727","금붕어, 여자","2016-11-10","일본","(주)수키픽쳐스","전쟁과 애욕",1,6,191,2016-07-07
"21728","외박: 친구의 여자 (무삭제)","2016-11-10","한국","(주)소나무픽쳐스","전쟁과 평화",16,70,4948,2015-02-05
"21731","에스 파트너","2016-11-10","홍콩","주식회사 레드아이스","전쟁은 끝나지 않았다",3,3,24,2015-06-25
"21733","대통령의 연인","1995-12-23","미국","","전쟁의 신",1,1,1,2015-09-17
"21737","암흑가의 두 사람","1974-06-28","프랑스","","전직 스튜어디스: 하네다 리코",1,1,1,2016-12-01
"21740","보디가드","1992-12-05","미국","","전철 쾌락여행",1,1,1,2017-03-30
"21751","발레뤼스","2016-11-16","프랑스","에스디시코리아 주식회사","전철: 그녀들의 절정",1,1,10,2016-04-21
"21755","송지효의 심천연가","2016-11-10","중국","주식회사 풍경소리","전철에서 만난 사랑이야기",1,1,10,2015-11-26
"21756","이반의 어린 시절","","러시아","","전투",2,4,40,2015-09-17
"21757","전웅 맥아더","1977-12-22","미국","","전함 슈퍼호의 최후",3,11,645,2016-06-02
"21760","두 얼굴 그녀와의 정사","2016-11-14","일본","(주)다날엔터테인먼트","전함 포템킨",5,5,200,2017-02-23
"21761","불륜 중독: 남자들의 섹스 노리개","2016-11-14","일본","(주)다날엔터테인먼트","절대 무림 신공",11,59,59,2017-06-01
"21765","솔라리스","","","","절대거유의 노출증",1,1,1,2016-07-21
"21782","오페라의 유령","2004-12-08","미국","(주)팝엔터테인먼트,(주)드림팩트엔터테인먼트,씨제이엔터테인먼트","절대미각 사기단",2,3,117,2015-07-09
"21793","탱크 432","2016-11-10","영국","(주)소나무픽쳐스","절대복종-가녀린 몸매",1,1,1,2016-04-14
"21794","안드레이 루블료프","","러시아","","절멸의 천사",2,3,188,2017-02-09
"21801","모로코","","미국","","절벽 위의 트럼펫",18,83,711,2017-03-02
"21804","출중한 여자","","한국","","절세부인의 사랑",1,1,1,2016-04-14
"21805","해리가 샐리를 만났을 때","1989-11-18","미국","씨네그루(주)키다리이엔티,콜럼비아 픽쳐스 코포레이션","절정의 테크닉: 파동",1,1,10,2015-10-08
"21815","증기기관차와 바이올린","","러시아","","절정쾌속열차 - 손놀림",1,1,1,2015-08-13
"21835","모즈","2016-11-10","일본","THE 픽쳐스","절해의 폭풍",1,8,293,2016-06-16
"21841","속살","2016-11-17","한국","(주)케이알씨지","젊은 과부의 애프터서비스",1,1,10,2015-11-26
"21843","MB의 추억","2012-10-18","한국","스튜디오느림보","젊은 과부의 욕정",1,1,1,2016-11-17
"21849","미디어로 행동하라 in 충북","","한국","","젊은 과부의 욕정 무삭제판",1,1,1,2017-05-04
"21850","유신의 추억-다카키 마사오의 전성시대","2012-11-22","한국","엠투","젊은 남편보다 잘하는 남자",1,1,1,2016-07-07
"21851","과부의 속사정","2016-11-11","일본","(주)영진크리에이티브","젊은 며느리: 시아버지의 유혹에 빠지다",1,1,1,2017-03-09
"21852","그놈의 강제정사","2016-11-10","일본","(주)도키엔터테인먼트","젊은 미망인의 욕정",1,1,1,2016-11-17
"21853","내 이웃의 아내: 부부교환","2016-11-10","일본","(주)소나무픽쳐스","젊은 미용사의 화끈한 서비스",1,1,60,2016-12-29
"21855","변태 엉덩이 정사","2016-11-10","일본","(주)도키엔터테인먼트","젊은 사자들",4,14,1191,2016-02-18
"21856","블랙 라이더","2016-11-14","미국","(주)퍼스트런","젊은 새댁 다른남자와",1,1,1,2016-06-02
"21857","뻑큐멘터리-박통진리교","","한국","","젊은 새엄마",2,2,61,2016-05-12
"21858","새엄마: 섹스 하는 날","2016-11-16","일본","(주)영진크리에이티브","젊은 새엄마 무삭제",1,1,1,2017-06-29
"21859","섹스 에드","2016-11-14","미국","(주)퍼스트런","젊은 아내",1,1,1,2017-04-20
"21860","신혼녀의 뜨거운 호흡","2016-11-10","일본","(주)도키엔터테인먼트","젊은 아내는 음란하다",1,1,54,2015-02-26
"21862","은하","2017-01-24","한국","골든타이드픽처스(주)","젊은 아줌마 맛보기",1,1,1,2016-09-08
"21864","젊은 제수씨 무삭제판","2016-11-16","일본","(주)영진크리에이티브","젊은 아줌마는 음란하다",1,1,1,2016-02-11
"21865","정사 : 결혼 말고 연애 무삭제","2016-11-15","한국","(주)영화사 사계절","젊은 엄마 3",21,33,820,2015-09-03
"21866","젖은 육체의 속삭임","2016-11-10","일본","(주)도키엔터테인먼트","젊은 엄마 4",20,20,556,2016-04-28
"21867","제부와 갑작스런 불륜","2016-11-10","일본","(주)도키엔터테인먼트","젊은 엄마들: 여자가 되는 날",1,1,1,2016-05-05
"21868","죽음의 졸업파티","2016-11-10","미국","(주)시네마리퍼블릭","젊은 여형사의 섹스수사",1,1,1,2016-06-09
"21869","코어 임팩트: 행성 충돌","2016-11-11","미국","(주)케이알씨지","젊은 유부녀들: 1대3 섹스",1,1,1,2016-09-22
"21870","하우 투 플랜 언 오지 인 어 스몰 타운","2016-11-14","캐나다","(주)퍼스트런","젊은 육체의 향연",1,1,1,2015-09-03
"21872","관음산","","중국","","젊은 이모들: 어린 남자를 탐하다",1,1,1,2017-02-09
"21905","미씽: 사라진 여자","2016-11-30","한국","메가박스(주)플러스엠","젊은 이모들: 어린 남자를 탐하다(무삭제)",1,1,1,2017-05-25
"21907","겁쟁이 페달: 스페어바이크","2016-11-17","일본","(주)미디어캐슬","젊은 이모들: 여자가 되는 날",1,1,1,2016-09-22
"21908","네이키드 정글","","","","젊은 이모들: 여자가 되는 날 무삭제판",1,1,1,2016-10-13
"21919","레이디 수잔","2016-11-24","영국","(주)팝엔터테인먼트","젊은 자매와의 맛있는 섹스",1,1,10,2016-04-21
"21921","리틀메딕: 몸속탐험대","2016-11-24","독일","(주)팝엔터테인먼트","젊은 제수씨",1,1,10,2016-07-28
"21928","슈팅걸스","","한국","","젊은 제수씨 무삭제판",1,1,1,2016-11-10
"21930","철인","1972-12-02","한국","","젊은 처제",29,88,770,2015-09-10
"21931","워킹 스트리트","2016-11-17","한국","(주)모멘텀엔터테인먼트","젊은 처형",1,1,54,2017-01-26
"21942","미스 사이공 : 25주년 특별 공연","2016-11-24","미국","유니버설픽쳐스인터내셔널 코리아(유)","젊은 처형(무삭제)",1,1,1,2017-05-04
"21947","원피스 필름 골드","2016-12-08","일본","씨제이이앤엠(주)","젊은 퇴를레스",2,3,30,2015-09-03
"21968","신 고질라","2017-03-08","일본","메가박스(주)플러스엠","젊은 하숙집 아줌마",1,1,10,2016-07-28
"21971","건축사가 사는 곳","","이탈리아","","젊은 형부",20,20,133,2016-09-29
"21974","르 코르뷔지에의 디자인 혁명","","이탈리아","","젊은 형부 무삭제판",1,1,60,2017-01-19
"21979","예술가의 집","","미국","","젊은 형수",1,1,1,2017-01-12
"21983","프라이 오토의 움직이는 미래","","미국","","젊은 형수 무삭제",1,1,1,2017-03-23
"21987","건축의 선구자 페터 베렌스 + 지오 폰티 예찬","","기타","","젊은 형수: 참을수 없는 날",1,1,1,2016-09-22
"21988","미완의 공간들","","미국","","젊은 형수: 참을수 없는 날 무삭제판",1,1,1,2016-10-13
"21990","포고섬 이야기: 낯설고도 익숙한","","캐나다","","젊은 형수: 홍콩 가는 날",1,1,1,2017-05-11
"21991","엘비스와 대통령","2016-11-30","미국","(주)우성엔터테인먼트","젊은 화가의 오디션",1,1,1,2016-10-27
"21992","페이 더 고스트","2016-11-30","캐나다","(주)디스테이션","젊은엄마 : 내 나이가 어때서",20,20,916,2015-05-07
"21996","비치온더비치","2016-12-08","한국","(주)로카","젊은엄마 : 디 오리지널",20,39,516,2016-06-23
"22001","어린 아내","2016-11-18","한국","(주)케이알씨지","젊은이의 양지",6,35,1727,2015-03-19
"22002","뵈르게 모겐센, 일상을 디자인하다","","덴마크","","점보 와일드",3,3,38,2016-05-05
"22005","에로 사리넨, 미래를 짓다","","미국","","점쟁이 문어 파울의 일생",1,1,50,2015-07-02
"22007","니콜라스 그림쇼의 12가지 즐거움","","영국","","점프",4,6,39,2016-05-12
"22010","북 오브 러브","2016-11-30","중국","롯데쇼핑㈜롯데엔터테인먼트,(주)퍼스트런","접속",2,3,103,2015-05-21
"22013","그레이슨 페리의 꿈의 집","","영국","","정",1,1,0,2015-10-22
"22015","야마모토 요지: 드레스메이커","","독일","","정 검-금의위",12,70,70,2016-09-22
"22020","오래된 터, 새로운 삶","","오스트리아","","정글",1,1,40,2015-08-27
"22022","밀라노 대성당, 끝없는 건축","","이탈리아","","정글번치 : 빙산으로의 귀환",1,2,221,2016-07-21
"22039","마일스와 함께 집 짓기","","미국","","정글번치: 너구리 해적단과 보물지도",364,1926,38219,2015-06-04
"22050","벅시","1992-03-14","미국","","정글북",3505,59703,2547329,2016-05-12
"22052","공포의 호수","2016-11-17","미국","주식회사 루믹스미디어","정력가 스님의 호색한 생활",1,1,1,2017-04-27
"22053","울프라이징","2016-11-17","미국","주식회사 루믹스미디어","정무가정",1,1,1,2015-02-12
"22060","원스 폴른","","미국","","정무문",5,32,697,2015-07-25
"22061","캐빈 피버: 페이션트 제로","2016-11-17","미국","(주)수키픽쳐스","정복되지 않는 사람들",1,9,329,2017-06-29
"22065","안개의 아이들이 사는 땅","","뉴질랜드","","정복된 사람들",1,2,41,2016-06-16
"22071","조류학자의 은밀한 모험","","포르투갈","","정복자 1453",2,2,11,2015-04-30
"22080","옹박 2016: 혈투","2016-11-17","중국","(주)케이알씨지","정부",4,7,305,2016-07-28
"22091","노팅 힐","1999-07-03","미국","","정사",3,3,58,2017-03-23
"22093","드림 랜드","","미국","","정사 : 결혼 말고 연애",20,21,262,2016-04-14
"22097","11월 수요단편극장 [반짝반짝 빛나는: 김예은 배우 특별전]","","한국","","정사 : 결혼 말고 연애 무삭제",1,1,1,2016-11-10
"22103","존 프롬","","포르투갈","","정사 : 내 친구의 애인",1,1,1,2017-06-01
"22109","컬러퍼플","1986-10-18","미국","","정사 4",3,13,13,2015-07-02
"22122","태양","","러시아","","정사: 불륜의 맛",3,16,21,2016-12-01
"22123","1820: 잃어버린 제국의 비밀","2016-11-17","러시아","(주)소나무픽쳐스","정사: 불륜의 맛 무삭제판",1,1,1,2016-12-29
"22128","세브린느","1971-05-08","프랑스","","정사: 비밀스런 사랑",1,1,10,2015-09-24
"22143","스토커","","","","정사: 위험한 성적 유희 무삭제판",2,2,4,2015-01-29
"22147","마이아: 한 포르투갈 가족의 이야기","","포르투갈","","정사: 은밀한 밀애",20,20,177,2016-08-11
"22160","헛소동","1993-07-17","미국","","정사: 착한 엄마와 딸",1,1,10,2016-06-16
"22174","컴, 투게더","2017-05-11","한국","스토리 너머,파인스토리","정사: 친구 딸의 남자친구",1,1,1,2016-03-17
